"SpeciesID","GenusID","Species","PsFurtherTaxa","SortOrder","SAuthor","N_D","NameDK","NameUK","SpEu","SpFO","SpGL","SpAZ","SBiolEuDK","SBiolEuUK","SBiolDkDK","SBiolDkUK","SBiolFoDK","SBiolFoUK","SBiolGlDK","SBiolGlUK","SBiolAzUK","SCharDK","SCharUK","MSize","FSize","SHabEuDK","SHabEuUK","SHabDkDK","SHabDkUK","SHabFoDK","SHabFoUK","SHabGlDK","SHabGlUK","SHabAzUK","SMatEuDK","SMatEuUK","SMatDkDK","SMatDkUK","SMatFoDK","SMatFoUK","SMatGlDK","SMatGlUK","SMatAzUK","SOriginFO","SOriginAZ","Notes","SDistriEuDK","SDistriEuUK","SDistriDkDK","SDistriDkUK","SDistriFoDK","SDistriFoUK","SDistriGlDK","SDistriGlUK","SDistriAzUK","P_Distribution","VH_Distribution","AD","AL","AUT","BA","BE","BG","BYR","CH","CY","CZ","DE","DK","EE","ES_BAL","ES_CNY","ES_SPA","FI","FO","FR_COR","FR","GB","GB_CI","GB_GI","GB_NI","GR_AEG","GR_CYC","GR_DOD","GR_GRC","GR_KRI","HR","HU","ICL","IE","IT_ITA","IT_SAR","IT_SI","LI","LT","LU","LV","MC","MD","MK","MT","NL","NO_NOR","NO_SVA","PL","PT_AZO","PT_MDR","PT_POR","PT_SEL","RO","RU_FJL","RU_KGD","RU_NOZ","RU_RUC","RU_RUE","RU_RUN","RU_RUS","RU_RUW","SE","SI","SK","SM","TR_TUE","UA","VA","YU"
"3917","399","sengleti","0","0","(Metzner, 1999)","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Greece, Crete","Greece (Crete), Greece (Mainland)","","","","","","","","","","","","","","","","","","","","","","","","","","","","P","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3918","399","imitatus","0","0","(Simon, 1868)","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Croatia, Montenegro","Croatia, Italy (Mainland), Yugoslavia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P","","","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P"
"3919","399","tauricus","0","0","Kulczynski, 1905","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Bulgaria, Greece, Turkey, Ukraine","Bulgaria, Greece (Cyclades), Greece (Dodecanese Islands), Greece (Mainland), Greece (North Aegean Islands), Hungary, Macedonia, Ukraine","","","","","","P","","","","","","","","","","","","","","","","","","","P","P","P","P","","","P","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","","","","","","","","P","",""
"3920","399","ariadneae","0","0","Logunov, 2001","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Crete","Greece (Crete)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3921","136","flagellifera","0","0","(Menge, 1869)","1","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Germany","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3922","136","kulczynskii","0","0","Miller & Kratochvíl, 1939","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Central, Eastern Europe","Czech Republic, Hungary, Poland, Romania, Slovakia","","","","","","","","","","P","","","","","","","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","P","","","","","P","","","","","","","","","","","P","","","","",""
"3923","43","unciger","0","0","(Simon, 1868)","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Southern Europe","France (Mainland), Italy (Mainland), Italy (Sicily), Malta, Slovenia, Switzerland","","","","","","","","P","","","","","","","","","","","","P","","","","","","","","","","","","","","P","","P","","","","","","","","P","","","","","","","","","","","","","","","","","","","P","","","","","",""
"3924","43","noordami","0","0","Metzner, 1999","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Greece","Greece (North Aegean Islands)","","","","","","","","","","","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3925","43","quagga","0","0","Miller, 1971","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Hungary, Slovakia","Hungary, Slovakia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P","","","","",""
"3926","43","ravus","0","0","(Bösenberg, 1895)","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Canary Is","Spain (Canary Islands)","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3927","43","scenicus","0","0","(Clerck, 1757) ","0","Almindelig zebraedderkop","Zebra jumper","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Holarctic","Andorra, Austria, Belarus, Belgium, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France (Corsica), France (Mainland), Germany, Great Britain (Channel Islands), Great Britain (Mainland), Great Britain (Northern Ireland), Greece (Mainland), Hungary, Ireland, Italy (Mainland), Italy (Sicily), Latvia, Liechtenstein, Lithuania, Macedonia, Moldova, Netherlands, Norway (Mainland), Poland, Portugal (Mainland), Romania, Russia (Central European), Russia (Eastern European), Russia (Kaliningrad Region), Russia (Northern European), Russia (Southern European), Slovakia, Slovenia, Spain (Mainland), Sweden, Switzerland, Ukraine, Yugoslavia","P","","P","","P","P","P","P","","P","P","P","P","","","P","P","","P","P","P","P","","P","","","","P","","P","P","","P","P","","P","P","P","","P","","P","P","","P","P","","P","","","P","","P","","P","","P","P","P","P","","P","P","P","","","P","","P"
"3928","43","scitulus","0","0","(Simon, 1868)","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Corsica, Sicily","France (Corsica), Italy (Sicily)","","","","","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3929","43","truncatus","0","0","Simon, 1937","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","France","France (Mainland)","","","","","","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3930","43","conjonctus","0","0","(Simon, 1868)","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","France, Italy","France (Corsica), France (Mainland), Italy (Mainland), Italy (Sardinia)","","","","","","","","","","","","","","","","","","","P","P","","","","","","","","","","","","","","P","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3931","43","unispinus","0","0","(Franganillo, 1910)","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Portugal","Portugal (Mainland)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","",""
"3932","43","unicolor","0","0","(Simon, 1868)","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Corfu","Greece (Mainland)","","","","","","","","","","","","","","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3933","43","variegatus","0","0","Risso, 1826","1","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","France","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3934","43","tricinctus","0","0","(Taczanowski, 1871","1","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","French Guiana","Russia (Southern European)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P","","","","","","","","",""
